chemicalComposition,Equation,activationEnergy,reactionEnergy,facet
Pd16,H2(g) + N2(g) + * -> H2N* + N*,,1.14379462448,111
Rh16,4.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0S*,,0.174613695376,111
Ag16,3.0CH4(g) - 2.5H2(g) + 0.5N2(g) + * -> 3.0CH2* + HN*,,13.8711831449,111
Ag16,3.0CH4(g) - 3.5H2(g) + * -> CH3* + 2.0CH*,,10.8230855894,111
Rh16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,0.221565037169,111
Pd16,CH4(g) - 0.5H2(g) + * -> CH3*,,1.29598416495,111
Pd16,2.0CH4(g) + 2.0H2O(g) - 5.0H2(g) + * -> 2.0HO* + 2.0C*,,10.0960730705,111
Rh16,4.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0S*,,-0.594207077278,111
Rh16,3.0H2S(g) - 2.0H2(g) + * -> 2.0HS* + S*,,-0.212860454918,111
Cu16,2.0CH4(g) - 2.0H2(g) + 0.5N2(g) + * -> 2.0CH2* + N*,,10.6602961937,111
Ir16,3.0CH4(g) - 2.5H2(g) + * -> 2.0CH3* + CH*,,7.13656796472,111
Rh16,4.0CH4(g) - 3.0H2(g) + * -> 3.0CH3* + CH*,,11.8994776788,111
Cu16,CH4(g) + H2O(g) - 2.5H2(g) + * -> HO* + C*,,7.54097174686,111
Cu16,H2O(g) - 0.5H2(g) + * -> HO*,,1.16457201433,111
Pt16,CH4(g) + 2.0H2S(g) - 4.0H2(g) + * -> C* + 2.0S*,,4.97619779588,111
Ir16,4.0H2S(g) - 3.5H2(g) + * -> HS* + 3.0S*,,1.6159776834,111
Cu16,2.0CH4(g) - 2.0H2(g) + N2(g) + * -> 2.0CH2* + 2.0N*,,9.63620098688,111
Cu16,H2(g) + N2(g) + * -> H2N* + N*,,4.17838798537,111
Ir16,CH4(g) - 0.5H2(g) + 0.5N2(g) + * -> CH2* + HN*,,2.27288373975,111
Pt16,2.0H2(g) + 1.5N2(g) + * -> 2.0H2N* + N*,,3.52087123751,111
Ir16,3.0H2S(g) - 2.0H2(g) + * -> 2.0HS* + S*,,1.98819359322,111
Pt16,2.0CH4(g) - 2.5H2(g) + * -> 2.0CH* + H*,,3.66629344233,111
Pt16,H2S(g) - H2(g) + 0.5N2(g) + * -> N* + S*,,3.49281527809,111
Ir16,CH4(g) + 0.5H2(g) + 1.5N2(g) + * -> CH2* + 3.0HN*,,6.54321069902,111
Rh16,4.0CH4(g) - 5.0H2(g) + * -> CH3* + 3.0CH*,,13.369707369,111
Pt16,CH4(g) - 0.5H2(g) + * -> CH* + 2.0H*,,1.38358720857,111
Au16,3.0H2S(g) - 3.0H2(g) + * -> 3.0S*,,3.32459367335,111
Pt16,2.0H2S(g) - 2.0H2(g) + N2(g) + * -> 2.0N* + 2.0S*,,5.01717841534,111
Au16,3.0H2(g) + 2.0N2(g) + * -> 3.0H2N* + N*,,7.58578910373,111
Au16,2.0CH4(g) - 2.0H2(g) + 0.5N2(g) + * -> 2.0CH2* + N*,,10.0115123279,111
Cu16,3.0H2(g) + 2.0N2(g) + * -> 3.0H2N* + N*,,4.30840691303,111
Pt16,3.0H2S(g) - 3.0H2(g) + 0.5N2(g) + * -> N* + 3.0S*,,3.93708931909,111
Rh16,4.0CH4(g) - 3.0H2(g) + * -> 3.0CH3* + CH*,,8.8083689222,111
Ir16,CH4(g) - 0.5H2(g) + 0.5N2(g) + * -> CH2* + HN*,,3.31769517882,111
Rh16,4.0CH4(g) - 4.0H2(g) + * -> 2.0CH3* + 2.0CH*,,8.77832578329,111
Pt16,2.0CH4(g) - 2.5H2(g) + * -> 2.0CH* + H*,,8.26062011638,111
Au16,CH4(g) + H2S(g) - 3.0H2(g) + * -> C* + S*,,5.45657842091,111
Pd16,4.0H2S(g) - 3.5H2(g) + * -> HS* + 3.0S*,,1.68961965333,111
Cu16,CH4(g) - H2(g) + N2(g) + * -> CH2* + 2.0N*,,8.44368131446,111
Cu16,3.0CH4(g) - 1.5H2(g) + * -> 3.0CH3*,,7.65602325572,111
Cu16,H2(g) + 1.5N2(g) + * -> H2N* + 2.0N*,,6.1172046819,111
Ag16,2.0H2S(g) - 2.0H2(g) + N2(g) + * -> 2.0N* + 2.0S*,,11.2863969202,111
Ir16,3.0CH4(g) - 2.5H2(g) + 0.5N2(g) + * -> 3.0CH2* + HN*,,7.67191606572,111
Ag16,3.0H2S(g) - 3.0H2(g) + 0.5N2(g) + * -> N* + 3.0S*,,8.1127170495,111
Ir16,CH4(g) - -0.0H2(g) + N2(g) + * -> CH2* + 2.0HN*,,2.6678027892,111
Rh16,2.0CH4(g) - 2.0H2(g) + * -> CH3* + CH*,,2.97045102191,111
Pt16,3.0CH4(g) - 4.0H2(g) + * -> 3.0CH* + H*,,6.27325953171,111
Ir16,4.0CH4(g) - 4.0H2(g) + * -> 2.0CH3* + 2.0CH*,,8.44379424169,111
Cu16,2.0CH4(g) + 2.0H2O(g) - 5.0H2(g) + * -> 2.0HO* + 2.0C*,,14.2492107945,111
Pt16,2.0H2S(g) - 2.0H2(g) + * -> 2.0S*,,0.780254112692,111
Cu16,2.0H2(g) + 2.0N2(g) + * -> 2.0H2N* + 2.0N*,,10.1734378302,111
Pt16,CH4(g) - -0.0H2(g) + * -> CH* + 3.0H*,,1.16624626288,111
Pd16,3.0CH4(g) - 2.5H2(g) + * -> 2.0CH3* + CH*,,6.40217286075,111
Pd16,CH4(g) + 3.0H2S(g) - 4.5H2(g) + * -> CH* + 3.0S*,,4.09872114248,111
Ag16,2.0CH4(g) - H2(g) + * -> 2.0CH2* + 2.0H*,,8.2273129037,111
Cu16,2.0CH4(g) - 2.0H2(g) + 0.5N2(g) + * -> 2.0CH2* + N*,,6.87114484007,111
Pt16,CH4(g) + H2S(g) - 3.0H2(g) + * -> C* + S*,,4.97036857277,111
Ag16,3.0H2O(g) - 3.0H2(g) + 0.5N2(g) + * -> N* + 3.0O*,,15.137929696,111
Pd16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,0.428446946494,111
Cu16,CH4(g) - H2(g) + 0.5N2(g) + * -> CH2* + N*,,4.65622040017,111
Ag16,H2O(g) - 0.5H2(g) + 0.5N2(g) + * -> HO* + N*,,4.76575874614,111
Pt16,2.0H2S(g) - H2(g) + N2(g) + * -> 2.0HN* + 2.0S*,,3.55528547742,111
Ir16,2.0CH4(g) - -0.0H2(g) + N2(g) + * -> 2.0CH2* + 2.0H2N*,,7.23522243658,111
Pd16,2.0CH4(g) + 2.0H2S(g) - 5.0H2(g) + * -> 2.0CH* + 2.0S*,,6.13459670321,111
Au16,2.0H2O(g) + 2.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0O*,,7.96252366828,111
Ag16,H2(g) + 1.5N2(g) + * -> 2.0HN* + N*,,11.6972416374,111
Pd16,CH4(g) + 2.0H2S(g) - 3.5H2(g) + * -> CH* + 2.0S*,,2.27126935625,111
Pd16,4.0H2S(g) - 2.5H2(g) + * -> 3.0HS* + S*,,3.00530146033,111
Rh16,2.0CH4(g) - 2.0H2(g) + N2(g) + * -> 2.0CH2* + 2.0N*,,6.05646492264,111
Ir16,2.0CH4(g) - 2.0H2(g) + * -> CH3* + CH*,,3.01103639599,111
Pt16,CH4(g) - H2(g) + * -> CH* + H*,,1.16892767287,111
Ag16,3.0H2S(g) - 3.0H2(g) + 0.5N2(g) + * -> N* + 3.0S*,,8.69391300255,111
Au16,H2(g) + N2(g) + * -> H2N* + N*,,5.52218990264,111
Pd16,4.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0S*,,3.51295905082,111
Rh16,3.0CH4(g) - 3.0H2(g) + 0.5N2(g) + * -> 3.0CH2* + N*,,7.64233633672,111
Pt16,4.0CH4(g) - 3.0H2(g) + * -> 3.0CH3* + CH*,,10.3474770932,111
Pd16,4.0H2S(g) - 3.5H2(g) + * -> HS* + 3.0S*,,2.71661504965,111
Rh16,2.0CH4(g) - 2.0H2(g) + 0.5N2(g) + * -> 2.0CH2* + N*,,5.66984697859,111
Au16,H2(g) + 2.0N2(g) + * -> H2N* + 3.0N*,,10.967472265,111
Pd16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,1.57360982749,111
Au16,CH4(g) - H2(g) + 1.5N2(g) + * -> CH2* + 3.0N*,,17.6737744061,111
Cu16,H2(g) + 2.0N2(g) + * -> H2N* + 3.0N*,,9.364413051,111
Au16,H2(g) + 1.5N2(g) + * -> H2N* + 2.0N*,,7.46388311477,111
Rh16,2.0CH4(g) - 2.0H2(g) + N2(g) + * -> 2.0CH2* + 2.0N*,,9.49889144863,111
Pt16,2.0CH4(g) - 2.0H2(g) + * -> CH3* + CH*,,3.53292526926,111
Rh16,2.0CH4(g) + 2.0H2O(g) - 5.0H2(g) + * -> 2.0HO* + 2.0C*,,7.81445971408,111
Pd16,4.0H2S(g) - 3.5H2(g) + * -> HS* + 3.0S*,,1.38709448412,111
Rh16,CH4(g) - H2(g) + N2(g) + * -> CH2* + 2.0N*,,6.46956396713,111
Rh16,2.0CH4(g) + H2O(g) - 4.5H2(g) + * -> HO* + 2.0C*,,7.24220351767,111
Ag16,CH4(g) + 3.0H2S(g) - 5.0H2(g) + * -> C* + 3.0S*,,10.0141377505,111
Pt16,3.0CH4(g) - 3.5H2(g) + * -> CH3* + 2.0CH*,,9.81440168716,111
Rh16,2.0H2O(g) - H2(g) + * -> 2.0HO*,,0.836912980401,111
Ag16,2.0CH4(g) + 2.0H2S(g) - 6.0H2(g) + * -> 2.0C* + 2.0S*,,15.5420015672,111
Cu16,H2O(g) - H2(g) + N2(g) + * -> 2.0N* + O*,,8.22992465253,111
Ir16,CH4(g) + 3.0H2S(g) - 5.0H2(g) + * -> C* + 3.0S*,,4.14026326889,111
Cu16,H2(g) + 1.5N2(g) + * -> H2N* + 2.0N*,,5.14926486411,111
Ag16,H2S(g) - H2(g) + 1.5N2(g) + * -> 3.0N* + S*,,14.1268535047,111
Cu16,H2(g) + N2(g) + * -> H2N* + N*,,2.25642425263,111
Ir16,3.0CH4(g) + H2S(g) - 7.0H2(g) + * -> 3.0C* + S*,,12.7076357073,111
Ir16,3.0CH4(g) + H2S(g) - 3.5H2(g) + * -> 3.0CH2* + HS*,,8.5641889783,111
Rh16,H2O(g) - -0.0H2(g) + * -> HO* + H*,,0.269596126755,111
Cu16,CH4(g) + 2.0H2O(g) - 4.0H2(g) + * -> C* + 2.0O*,,9.38921378035,111
Ir16,4.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0S*,,-0.23421826364,111
Ag16,3.0H2S(g) - 3.0H2(g) + 0.5N2(g) + * -> N* + 3.0S*,,7.79652849915,111
Pt16,CH4(g) - -0.0H2(g) + N2(g) + * -> CH2* + 2.0HN*,,5.78965469758,111
Rh16,H2(g) + N2(g) + * -> H2N* + N*,,0.223602965895,111
Ag16,H2S(g) - H2(g) + N2(g) + * -> 2.0N* + S*,,8.96366056068,111
Pt16,2.0CH4(g) - 1.5H2(g) + 0.5N2(g) + * -> 2.0CH2* + HN*,,6.62021034988,111
Pd16,4.0CH4(g) - 3.0H2(g) + * -> 3.0CH3* + CH*,,8.28689407016,111
Ag16,2.0H2S(g) - 2.0H2(g) + 0.5N2(g) + * -> N* + 2.0S*,,5.91103639116,111
Pt16,CH4(g) - 0.5H2(g) + 0.5N2(g) + * -> CH2* + HN*,,4.02187441961,111
Ir16,2.0CH4(g) + H2S(g) - 5.0H2(g) + * -> 2.0C* + S*,,8.16709934461,111
Rh16,2.0H2(g) + 1.5N2(g) + * -> 2.0H2N* + N*,,1.15671105309,111
Pd16,3.0CH4(g) - 2.5H2(g) + * -> 2.0CH3* + CH*,,5.71915135696,111
Ag16,CH4(g) - 0.5H2(g) + * -> CH* + 2.0H*,,4.39084163008,111
Ir16,CH4(g) + H2S(g) - 3.0H2(g) + * -> C* + S*,,4.02447453557,111
Cu16,4.0H2S(g) - 3.0H2(g) + * -> 2.0HS* + 2.0S*,,1.31556473001,111
Pt16,3.0CH4(g) - 2.5H2(g) + 0.5N2(g) + * -> 3.0CH2* + HN*,,8.03417240417,111
Pd16,0.5H2(g) + 0.5N2(g) + * -> HN*,,2.50672495564,111
Rh16,2.0H2(g) + 2.0N2(g) + * -> 2.0H2N* + 2.0N*,,4.56949737277,111
Au16,2.0CH4(g) - 2.0H2(g) + 0.5N2(g) + * -> 2.0CH2* + N*,,11.4099093333,111
Cu16,2.0CH4(g) + H2O(g) - 5.0H2(g) + * -> 2.0C* + O*,,12.9254704716,111
Ag16,0.5H2(g) + N2(g) + * -> HN* + N*,,5.36660145596,111
Ag16,3.0CH4(g) - 4.0H2(g) + * -> 3.0CH* + H*,,14.5392492709,111
Ir16,CH4(g) + 3.0H2S(g) - 5.0H2(g) + * -> C* + 3.0S*,,4.74180095753,111
Rh16,H2(g) + 2.0N2(g) + * -> H2N* + 3.0N*,,6.5563940033,111
Cu16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,1.72901759055,111
Pt16,CH4(g) - 0.5H2(g) + 0.5N2(g) + * -> CH2* + HN*,,2.6400243179,111
Au16,4.0CH4(g) - 4.0H2(g) + * -> 2.0CH3* + 2.0CH*,,12.7663808039,111
Ag16,2.0CH4(g) - 2.0H2(g) + * -> 2.0CH* + 2.0H*,,10.3353421076,111
Ir16,2.0CH4(g) + 2.0H2S(g) - 6.0H2(g) + * -> 2.0C* + 2.0S*,,7.75138950369,111
Cu16,3.0H2O(g) + H2S(g) - 2.0H2(g) + * -> 3.0HO* + HS*,,4.72145935802,111
Ir16,4.0CH4(g) - 3.5H2(g) + * -> 3.0CH3* + C*,,10.0683857574,111
Pd16,CH4(g) + 3.0H2O(g) - 3.5H2(g) + * -> 3.0HO* + C*,,9.89478078807,111
Cu16,2.0H2O(g) + 2.0H2S(g) - 2.0H2(g) + * -> 2.0HO* + 2.0HS*,,2.29886932086,111
Ir16,CH4(g) + 3.0H2S(g) - 2.5H2(g) + * -> CH2* + 3.0HS*,,4.08957879706,111
Rh16,2.0H2O(g) - 0.5H2(g) + * -> 2.0HO* + H*,,1.80121477192,111
Rh16,CH4(g) - H2(g) + * -> CH2*,,1.33158045045,111
Ir16,4.0CH4(g) - 5.0H2(g) + * -> 2.0CH3* + 2.0C*,,10.6828363371,111
Ir16,3.0CH4(g) + H2S(g) - 3.5H2(g) + * -> 3.0CH2* + HS*,,8.04062197885,111
Rh16,H2O(g) - -0.0H2(g) + * -> HO* + H*,,0.801808455656,111
Rh16,2.0H2(g) + 1.5N2(g) + * -> 2.0H2N* + N*,,2.25815550903,111
Cu16,2.0H2S(g) - 1.5H2(g) + * -> HS* + S*,,0.585186979025,111
Ag16,CH4(g) + 0.5H2(g) + 1.5N2(g) + * -> CH2* + 3.0HN*,,11.8154385784,111
Ag16,CH4(g) - -0.0H2(g) + * -> CH* + 3.0H*,,6.21990276571,111
Ir16,3.0CH4(g) + H2S(g) - 7.0H2(g) + * -> 3.0C* + S*,,11.1004949895,111
Ir16,CH4(g) + 2.0H2S(g) - 2.0H2(g) + * -> CH2* + 2.0HS*,,2.81543204152,111
Au16,3.0CH4(g) - 2.5H2(g) + * -> 2.0CH3* + CH*,,7.78703703164,111
Ag16,CH4(g) + H2O(g) - H2(g) + * -> CH3* + HO*,,2.88285403281,111
Ir16,2.0CH4(g) + H2S(g) - 2.5H2(g) + * -> 2.0CH2* + HS*,,4.35826490704,111
Pt16,2.0H2O(g) - 2.0H2(g) + * -> 2.0O*,,3.92193686287,111
Cu16,2.0CH4(g) + 2.0H2O(g) - 6.0H2(g) + * -> 2.0C* + 2.0O*,,18.9043457324,111
Ir16,3.0H2S(g) - 3.0H2(g) + * -> 3.0S*,,-0.329782406419,111
Au16,3.0CH4(g) - 3.5H2(g) + * -> CH3* + 2.0CH*,,9.15790121653,111
Ag16,2.0CH4(g) - 2.5H2(g) + * -> 2.0CH* + H*,,9.55965882744,111
Ir16,CH4(g) + 2.0H2S(g) - 4.0H2(g) + * -> C* + 2.0S*,,2.67424079905,111
Cu16,3.0H2O(g) + H2S(g) - 2.0H2(g) + * -> 3.0HO* + HS*,,8.33044262813,111
Ag16,CH4(g) + 3.0H2O(g) - 2.0H2(g) + * -> CH3* + 3.0HO*,,7.34978482077,111
Ir16,CH4(g) + H2S(g) - 1.5H2(g) + * -> CH2* + HS*,,1.65626461661,111
Rh16,H2O(g) + H2(g) + * -> HO* + 3.0H*,,-0.149578880086,111
Pt16,2.0CH4(g) + 2.0H2S(g) - 4.0H2(g) + * -> 2.0CH2* + 2.0S*,,3.91670166431,111
Cu16,4.0H2S(g) - 3.5H2(g) + * -> HS* + 3.0S*,,4.24740401967,111
Ir16,2.0CH4(g) - 2.5H2(g) + * -> CH3* + C*,,4.08229117972,111
Cu16,H2O(g) + 3.0H2S(g) - 2.0H2(g) + * -> HO* + 3.0HS*,,4.22130258607,111
Ag16,3.0CH4(g) + H2O(g) - 2.0H2(g) + * -> 3.0CH3* + HO*,,10.1956789885,111
Pt16,2.0CH4(g) + 2.0H2S(g) - 3.0H2(g) + * -> 2.0CH2* + 2.0HS*,,5.58035485252,111
Rh16,H2O(g) + 0.5H2(g) + * -> HO* + 2.0H*,,0.0513062520071,111
Ag16,H2S(g) + 0.5H2(g) + 1.5N2(g) + * -> 3.0HN* + S*,,9.40539210581,111
Cu16,CH4(g) + 2.0H2O(g) - 4.0H2(g) + * -> C* + 2.0O*,,12.7019707729,111
Ag16,2.0CH4(g) - 1.5H2(g) + 0.5N2(g) + * -> 2.0CH2* + HN*,,9.7667176788,111
Rh16,H2O(g) - -0.0H2(g) + * -> HO* + H*,,0.276008966076,111
Cu16,H2O(g) + 2.0H2S(g) - 1.5H2(g) + * -> HO* + 2.0HS*,,2.26979266235,111
Ag16,2.0CH4(g) + H2O(g) - 1.5H2(g) + * -> 2.0CH3* + HO*,,6.15070305458,111
Cu16,CH4(g) + H2O(g) - 3.0H2(g) + * -> C* + O*,,9.08512973887,111
Au16,4.0CH4(g) - 3.0H2(g) + * -> 3.0CH3* + CH*,,13.7318181265,111
Ir16,CH4(g) - -0.0H2(g) + 0.5N2(g) + * -> CH2* + H2N*,,1.61416860244,111
Ag16,CH4(g) - H2(g) + * -> CH* + H*,,4.78651021717,111
Ir16,2.0H2S(g) - 2.0H2(g) + * -> 2.0S*,,-1.7897071448,111
Rh16,H2(g) + 2.0N2(g) + * -> H2N* + 3.0N*,,3.54967972781,111
Ir16,CH4(g) + H2S(g) - 3.0H2(g) + * -> C* + S*,,1.61015533117,111
Cu16,3.0H2O(g) + H2S(g) - 2.0H2(g) + * -> 3.0HO* + HS*,,5.13059982613,111
Ag16,CH4(g) + 3.0H2O(g) - 2.0H2(g) + * -> CH3* + 3.0HO*,,6.81022432919,111
Pt16,CH4(g) + H2S(g) - 1.5H2(g) + * -> CH2* + HS*,,2.60839053742,111
Rh16,2.0H2(g) + 1.5N2(g) + * -> 2.0H2N* + N*,,1.19538686816,111
Pd16,2.0H2(g) + 2.0N2(g) + * -> 2.0H2N* + 2.0N*,,5.22968763931,111
Pd16,H2(g) + 2.0N2(g) + * -> H2N* + 3.0N*,,7.06952611649,111
Cu16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,1.57640464091,111
Ag16,CH4(g) - 0.5H2(g) + 0.5N2(g) + * -> CH2* + HN*,,6.80193512874,111
Pt16,CH4(g) + 2.0H2S(g) - 4.0H2(g) + * -> C* + 2.0S*,,4.09139298017,111
Pd16,3.0H2(g) + 2.0N2(g) + * -> 3.0H2N* + N*,,4.96597774353,111
Cu16,H2O(g) - 0.5H2(g) + * -> HO*,,0.584923436751,111
Ir16,3.0H2S(g) - 2.5H2(g) + * -> HS* + 2.0S*,,-0.207637977689,111
Pt16,2.0H2S(g) - 2.0H2(g) + * -> 2.0S*,,-0.702934660021,111
Pd16,2.0H2(g) + 2.0N2(g) + * -> 2.0H2N* + 2.0N*,,7.71684451307,111
Ir16,4.0CH4(g) - 4.0H2(g) + * -> 2.0CH3* + 2.0CH*,,9.03135194469,111
Cu16,CH4(g) + 3.0H2O(g) - 3.5H2(g) + * -> 3.0HO* + C*,,12.3166544855,111
Cu16,2.0H2O(g) + 2.0H2S(g) - 2.0H2(g) + * -> 2.0HO* + 2.0HS*,,2.75202937603,111
Pd16,H2(g) + 1.5N2(g) + * -> H2N* + 2.0N*,,6.92134284036,111
Pd16,3.0H2O(g) - H2(g) + * -> 3.0HO* + H*,,5.5513543859,111
Cu16,2.0CH4(g) - 2.0H2(g) + N2(g) + * -> 2.0CH2* + 2.0N*,,9.91673214515,111
Ag16,2.0CH4(g) + 2.0H2O(g) - 2.0H2(g) + * -> 2.0CH3* + 2.0HO*,,7.78367935067,111
Ag16,3.0CH4(g) + H2O(g) - 2.0H2(g) + * -> 3.0CH3* + HO*,,10.2042724123,111
Pd16,H2O(g) + 0.5H2(g) + * -> HO* + 2.0H*,,0.282691266143,111
Cu16,CH4(g) + 3.0H2O(g) - 5.0H2(g) + * -> C* + 3.0O*,,13.8540938502,111
Pt16,3.0CH4(g) - 3.0H2(g) + * -> 2.0CH3* + C*,,6.49979241557,111
Cu16,2.0H2O(g) + H2S(g) - 1.5H2(g) + * -> 2.0HO* + HS*,,2.90126913422,111
Pt16,3.0CH4(g) + H2S(g) - 3.5H2(g) + * -> 3.0CH2* + HS*,,9.00885588369,111
Pd16,H2O(g) - -0.0H2(g) + * -> HO* + H*,,0.539029801536,111
Cu16,2.0CH4(g) + 2.0H2O(g) - 6.0H2(g) + * -> 2.0C* + 2.0O*,,16.5007663859,111
Au16,CH4(g) - H2(g) + 0.5N2(g) + * -> CH2* + N*,,7.9097768455,111
Pt16,H2(g) + N2(g) + * -> H2N* + N*,,1.29428107232,111
Cu16,3.0CH4(g) + H2O(g) - 7.0H2(g) + * -> 3.0C* + O*,,19.3231374669,111
Pt16,2.0CH4(g) - H2(g) + * -> 2.0CH3*,,3.33316525995,111
Cu16,H2O(g) + H2S(g) - H2(g) + * -> HO* + HS*,,1.55558221621,111
Ag16,CH4(g) + H2O(g) - H2(g) + * -> CH3* + HO*,,3.02387248298,111
Cu16,3.0H2O(g) - 3.0H2(g) + * -> 3.0O*,,7.06286150383,111
Pt16,2.0CH4(g) - 2.5H2(g) + * -> CH3* + C*,,4.46851612331,111
Ag16,H2(g) + * -> 2.0H*,,0.670964342733,111
Pt16,CH4(g) + 3.0H2S(g) - 2.5H2(g) + * -> CH2* + 3.0HS*,,4.25211070508,111
Pd16,2.0H2O(g) - 0.5H2(g) + * -> 2.0HO* + H*,,2.7548735101,111
Ir16,2.0H2S(g) - 1.5H2(g) + * -> HS* + S*,,-0.636895823477,111
Rh16,H2O(g) + 3.0H2S(g) - 2.0H2(g) + * -> HO* + 3.0HS*,,3.2020799861,111
Rh16,2.0H2O(g) + H2S(g) - 1.5H2(g) + * -> 2.0HO* + HS*,,2.62219902329,111
Cu16,CH4(g) + 2.0H2O(g) - 2.5H2(g) + * -> CH3* + 2.0O*,,6.11203737574,111
