chemicalComposition,Equation,activationEnergy,reactionEnergy,facet
Au24Zn2,Zn(g) + * -> Zn*,,-0.885674868063,100
PdRh25,Rh(g) + * -> Rh*,,-5.53611567543,111
Pt26Re,Pt(g) + * -> Pt*,,-6.21044366148,111
IrPt25,Pt(g) + * -> Pt*,,-4.82451584714,100
Ag24Os3,Os(g) + * -> Os*,,-7.7874074399,100
AgPt24,Ag(g) + * -> Ag*,,-2.16371158155,111
Pt26,Au(g) + * -> Au*,,-3.27578081939,111
Ag26,Os(g) + * -> Os*,,-3.45100669666,111
Cu3Pt24,Pt(g) + * -> Pt*,,-4.81978501177,100
Pd25Pt2,Pd(g) + * -> Pd*,,-3.97075796089,100
Ag24Pt,Pt(g) + * -> Pt*,,-3.97993370799,111
Pt24Re2,Pt(g) + * -> Pt*,,-6.50044035804,111
AgPt26,Ag(g) + * -> Ag*,,-2.87903902947,100
Au25Zn,Zn(g) + * -> Zn*,,-1.10118924174,100
Ag25Os2,Os(g) + * -> Os*,,-7.69650658363,111
IrPt36,Pt(g) + * -> Pt*,,-4.97006580418,211
Rh25Ru2,Rh(g) + * -> Rh*,,-6.27835946897,100
CuRh26,Cu(g) + * -> Cu*,,-4.13152472857,111
Pt25,Ag(g) + * -> Ag*,,-2.41557492338,111
Pd37Pt,Pd(g) + * -> Pd*,,-3.53462143247,211
Cu24Os,Cu(g) + * -> Cu*,,-2.63880113963,100
Ir24Rh2,Ir(g) + * -> Ir*,,-7.59710128515,100
Au26Ir,Ir(g) + * -> Ir*,,-5.51814588899,100
Ir26Zn,Ir(g) + * -> Ir*,,-6.91429810916,100
Pt25,Au(g) + * -> Au*,,-2.84626761013,111
Ag25,Os(g) + * -> Os*,,-2.54547921842,111
Au36Ir2,Ir(g) + * -> Ir*,,-5.34460167533,211
Au27,Ru(g) + * -> Ru*,,-4.0533499568,100
Rh36Ru2,Rh(g) + * -> Rh*,,-5.6812548086,211
Au38,Ir(g) + * -> Ir*,,-4.89100659437,211
IrPt26,Ir(g) + * -> Ir*,,-7.35958215283,111
Pt25Ru,Ru(g) + * -> Ru*,,-6.31519191539,111
Ag25Cu,Ag(g) + * -> Ag*,,-2.38930824958,100
Pt25Re,Pt(g) + * -> Pt*,,-5.90601554292,111
Rh24Ru3,Rh(g) + * -> Rh*,,-6.32037112635,100
PdPt24,Pd(g) + * -> Pd*,,-3.26779747522,100
Cu2Rh24,Cu(g) + * -> Cu*,,-3.44344941476,111
Ag26,Pt(g) + * -> Pt*,,-4.20907465891,100
Ag24Cu2,Ag(g) + * -> Ag*,,-2.03456457936,100
CuPd36,Cu(g) + * -> Cu*,,-3.25336244772,211
Pt26,Au(g) + * -> Au*,,-3.38611176106,100
PdPt24,Pt(g) + * -> Pt*,,-4.81224439683,100
Pd37Re,Re(g) + * -> Re*,,-6.13735687447,211
Pd24Ru3,Pd(g) + * -> Pd*,,-4.29921509302,111
Cu25,Ru(g) + * -> Ru*,,-3.5416060508,100
Ag25,Os(g) + * -> Os*,,-3.06962729823,100
Ag26Zn,Zn(g) + * -> Zn*,,-0.999214508221,100
Pt26,Os(g) + * -> Os*,,-6.54944166781,111
Cu38,Ag(g) + * -> Ag*,,-2.46498637676,211
Ag27,Pt(g) + * -> Pt*,,-4.70461132794,100
Cu37,Ru(g) + * -> Ru*,,-4.37353448776,211
Ag26Zn,Ag(g) + * -> Ag*,,-2.44517791706,111
Au2Cu25,Au(g) + * -> Au*,,-2.64945691393,100
Au25Cu2,Au(g) + * -> Au*,,-2.60463017075,100
Au25Pt,Au(g) + * -> Au*,,-3.03400779929,100
Ag2Pt25,Pt(g) + * -> Pt*,,-5.11138779232,100
Ir26Pd,Ir(g) + * -> Ir*,,-7.61186489015,100
OsPd25,Os(g) + * -> Os*,,-7.43607791411,100
CuPd25,Cu(g) + * -> Cu*,,-3.67688173718,100
Ag27,Ru(g) + * -> Ru*,,-4.10718679777,111
AgAu26,Ag(g) + * -> Ag*,,-2.24674549034,100
Pt27,Au(g) + * -> Au*,,-3.55352252854,111
Ir26Ru,Ru(g) + * -> Ru*,,-7.96865199933,111
Pd24Rh2,Rh(g) + * -> Rh*,,-4.66482120802,100
Ag24Os2,Ag(g) + * -> Ag*,,-0.210784694835,100
Ir25Pd2,Ir(g) + * -> Ir*,,-7.23098849416,100
AgAu24,Au(g) + * -> Au*,,-2.22562231256,100
Pd24Rh,Pd(g) + * -> Pd*,,-2.58583254596,100
Rh37,Cu(g) + * -> Cu*,,-3.39545907594,211
Ag25Os,Ag(g) + * -> Ag*,,-2.83559435252,100
Ir3Rh24,Ir(g) + * -> Ir*,,-7.43447652411,100
Au24Pt3,Pt(g) + * -> Pt*,,-5.60944314712,111
Au25Zn,Zn(g) + * -> Zn*,,-1.16941281001,100
CuPt24,Cu(g) + * -> Cu*,,-3.4703780055,100
Cu25Ru,Cu(g) + * -> Cu*,,-3.22595133109,100
Au24Cu2,Cu(g) + * -> Cu*,,-2.69394963737,100
IrRh24,Rh(g) + * -> Rh*,,-5.65633067652,100
Cu24Ir2,Cu(g) + * -> Cu*,,-3.5844311245,100
Cu37,Zn(g) + * -> Zn*,,-1.24937781884,211
Ag26Ir,Ir(g) + * -> Ir*,,-4.27223493671,100
Pd25Zn2,Pd(g) + * -> Pd*,,-3.86896166607,111
Ag36Pt,Ag(g) + * -> Ag*,,-2.12991204805,211
Pt37,Pd(g) + * -> Pd*,,-3.34469106699,211
PdPt24,Pd(g) + * -> Pd*,,-2.98804586515,111
Cu25,Ru(g) + * -> Ru*,,-4.32774616222,100
Pd27,Pt(g) + * -> Pt*,,-5.3020590558,100
Pd38,Cu(g) + * -> Cu*,,-3.5473100333,211
AgPd25,Ag(g) + * -> Ag*,,-2.46528059988,100
Ag38,Ir(g) + * -> Ir*,,-4.72216811354,211
Au26,Cu(g) + * -> Cu*,,-2.8851283932,111
PdPt24,Pt(g) + * -> Pt*,,-4.31986329608,100
Pt25,Os(g) + * -> Os*,,-5.48525324295,111
Pt26Re,Re(g) + * -> Re*,,-6.83294518366,100
Pt24Re,Re(g) + * -> Re*,,-5.73716005497,100
Cu2Pd25,Pd(g) + * -> Pd*,,-3.52868431644,100
Cu24Pd3,Pd(g) + * -> Pd*,,-3.46852014816,100
Ag24Zn,Ag(g) + * -> Ag*,,-1.72079962233,100
Ir26,Zn(g) + * -> Zn*,,-2.02119746267,100
IrRh24,Rh(g) + * -> Rh*,,-4.56249925725,100
AuPd24,Pd(g) + * -> Pd*,,-3.09635813022,100
Pd27,Au(g) + * -> Au*,,-3.71798351385,111
Rh24Zn3,Zn(g) + * -> Zn*,,-1.54413140559,100
AgPt37,Pt(g) + * -> Pt*,,-5.05534771355,211
Cu24Os,Os(g) + * -> Os*,,-7.61841643925,111
Cu25,Zn(g) + * -> Zn*,,-1.41891760504,100
IrRh25,Rh(g) + * -> Rh*,,-5.59773694533,100
PdPt25,Pd(g) + * -> Pd*,,-3.17167699912,100
Re2Rh25,Re(g) + * -> Re*,,-7.43939178462,100
Rh25,Pd(g) + * -> Pd*,,-3.17243197897,100
Cu36Zn2,Cu(g) + * -> Cu*,,-3.25484322329,211
Ag25Pd2,Ag(g) + * -> Ag*,,-2.63175883319,100
Pd24Rh3,Pd(g) + * -> Pd*,,-4.32807786901,111
Ir37Zn,Zn(g) + * -> Zn*,,-2.16573427182,211
ReRh26,Rh(g) + * -> Rh*,,-6.91661066871,111
Pt24Rh,Rh(g) + * -> Rh*,,-5.04137072166,100
Cu24Pd3,Cu(g) + * -> Cu*,,-3.54310036398,100
Pd24,Ag(g) + * -> Ag*,,-2.13596052669,100
Pd2Rh24,Rh(g) + * -> Rh*,,-5.62782613844,100
Ir25Zn2,Zn(g) + * -> Zn*,,-1.45636455258,100
Cu25Rh,Rh(g) + * -> Rh*,,-5.76145281488,100
Ag2Cu24,Cu(g) + * -> Cu*,,-2.97111412504,100
AgRh26,Ag(g) + * -> Ag*,,-2.56539727197,100
Au24Cu,Cu(g) + * -> Cu*,,-2.52237899743,100
Ir26Pt,Ir(g) + * -> Ir*,,-7.36893606644,100
Pd37Zn,Zn(g) + * -> Zn*,,-2.27082933486,211
Au25Cu2,Cu(g) + * -> Cu*,,-2.83927673319,100
Ir24Ru,Ru(g) + * -> Ru*,,-6.43316605894,100
Pd25,Pt(g) + * -> Pt*,,-4.36558474963,111
AgPt26,Pt(g) + * -> Pt*,,-5.40695139402,100
Cu25Pd,Cu(g) + * -> Cu*,,-3.11572698998,100
Ir38,Pt(g) + * -> Pt*,,-6.02305028139,211
Cu25,Os(g) + * -> Os*,,-4.4428392323,111
Ir25Zn,Zn(g) + * -> Zn*,,-1.67194375736,100
Pd36Rh,Pd(g) + * -> Pd*,,-3.20254185276,211
Ag2Pd25,Ag(g) + * -> Ag*,,-2.76991409637,100
Pt24Rh,Rh(g) + * -> Rh*,,-4.28237906896,100
AuPd24,Pd(g) + * -> Pd*,,-2.58882532212,100
Ag25Re2,Re(g) + * -> Re*,,-5.42338632226,100
Cu26Rh,Rh(g) + * -> Rh*,,-5.95427323357,111
AuCu24,Au(g) + * -> Au*,,-2.85696719476,100
Cu25Os2,Os(g) + * -> Os*,,-7.45366925819,100
AuCu25,Cu(g) + * -> Cu*,,-3.50582097057,100
Au3Pt24,Pt(g) + * -> Pt*,,-4.86262777289,100
Pt26Re,Pt(g) + * -> Pt*,,-5.62698959242,100
Cu36Ru,Ru(g) + * -> Ru*,,-5.44667450592,211
OsRh25,Rh(g) + * -> Rh*,,-5.68843521284,100
Ag26Ru,Ru(g) + * -> Ru*,,-3.52401919657,100
Ag25Os,Os(g) + * -> Os*,,-2.76662437597,100
Pt27,Zn(g) + * -> Zn*,,-2.39693675729,100
Ag2Ir24,Ir(g) + * -> Ir*,,-6.28668057444,100
Cu27,Pt(g) + * -> Pt*,,-6.11865863929,111
Ir25Ru,Ru(g) + * -> Ru*,,-6.08987559265,100
Au24Cu3,Cu(g) + * -> Cu*,,-3.02341542752,111
Ag2Cu25,Cu(g) + * -> Cu*,,-2.9806185856,111
Cu24Ir3,Cu(g) + * -> Cu*,,-4.02487099735,100
IrRh25,Rh(g) + * -> Rh*,,-6.36204372985,100
Ag25Ir,Ir(g) + * -> Ir*,,-5.83276698423,100
Au25Os,Au(g) + * -> Au*,,-2.34143097407,100
Rh26,Cu(g) + * -> Cu*,,-3.49355829594,100
Ag24Ir3,Ir(g) + * -> Ir*,,-6.71979691123,100
Pt24Ru3,Pt(g) + * -> Pt*,,-5.60167953488,100
Pd25Ru,Ru(g) + * -> Ru*,,-6.25585041531,111
Ir25Pt,Ir(g) + * -> Ir*,,-7.71508760579,100
ReRh37,Rh(g) + * -> Rh*,,-5.74363942588,211
AgRh26,Ag(g) + * -> Ag*,,-2.78992289992,100
Au25Cu2,Au(g) + * -> Au*,,-2.97727757176,111
Pd36,Ru(g) + * -> Ru*,,-4.46992857433,211
Au24Ir,Au(g) + * -> Au*,,-2.81683475563,111
Au25,Ag(g) + * -> Ag*,,-2.05013670262,111
ReRh25,Rh(g) + * -> Rh*,,-6.24465510729,111
Ag25Cu2,Cu(g) + * -> Cu*,,-2.80551284662,100
Ir25Pd,Pd(g) + * -> Pd*,,-4.16815962034,100
Pt25Rh2,Pt(g) + * -> Pt*,,-5.93308597297,111
Cu25Zn2,Zn(g) + * -> Zn*,,-1.55007512041,111
Rh36,Re(g) + * -> Re*,,-5.93156492458,211
Au2Rh24,Rh(g) + * -> Rh*,,-4.92423292004,100
OsRh25,Rh(g) + * -> Rh*,,-6.18440535923,111
Ag24Re2,Re(g) + * -> Re*,,-5.65150902318,111
Ir26,Cu(g) + * -> Cu*,,-3.55464220901,100
Pt27,Pd(g) + * -> Pd*,,-3.7063151359,100
Ag26Ru,Ag(g) + * -> Ag*,,-2.37978256411,100
Pt26,Cu(g) + * -> Cu*,,-3.77462632481,100
Ir24Re2,Ir(g) + * -> Ir*,,-8.28556272855,111
Rh36,Ru(g) + * -> Ru*,,-5.47632096974,211
Rh24Zn2,Zn(g) + * -> Zn*,,-1.74465040132,100
Ag25Au2,Au(g) + * -> Au*,,-2.95037435564,111
Pd24Pt,Pt(g) + * -> Pt*,,-4.62202259741,111
AuPt26,Pt(g) + * -> Pt*,,-5.26561511992,100
PdRh37,Rh(g) + * -> Rh*,,-5.6260026355,211
Ag24Cu2,Ag(g) + * -> Ag*,,-2.22928673371,111
AuIr25,Au(g) + * -> Au*,,-2.88432817441,100
ReRh26,Re(g) + * -> Re*,,-8.37677719601,111
Ir24Pt,Ir(g) + * -> Ir*,,-6.15035337212,111
Ir24Ru,Ru(g) + * -> Ru*,,-5.6991162257,111
Cu26,Zn(g) + * -> Zn*,,-1.39315270918,100
Cu24Rh2,Cu(g) + * -> Cu*,,-3.42692026711,100
Ag25Zn,Ag(g) + * -> Ag*,,-2.03022531584,100
Ir25Ru2,Ir(g) + * -> Ir*,,-8.56344702533,111
Cu38,Ru(g) + * -> Ru*,,-4.88099198835,211
Ag25Zn,Ag(g) + * -> Ag*,,-2.33825023528,100
Ir24Re3,Re(g) + * -> Re*,,-7.94263730297,100
Au24Pt,Au(g) + * -> Au*,,-2.6392757062,111
IrPd26,Pd(g) + * -> Pd*,,-4.25360772322,111
Cu37,Pd(g) + * -> Pd*,,-3.4909081792,211
Au25Pt2,Pt(g) + * -> Pt*,,-4.6171535282,100
Ag36Pt,Pt(g) + * -> Pt*,,-4.31363978022,211
Rh26,Au(g) + * -> Au*,,-3.57555613126,111
Rh24Zn,Rh(g) + * -> Rh*,,-5.05898553558,100
Pd27,Rh(g) + * -> Rh*,,-5.18330680272,100
IrPt24,Pt(g) + * -> Pt*,,-4.07628888228,100
Rh38,Cu(g) + * -> Cu*,,-3.74040297401,211
Ag36Ru2,Ru(g) + * -> Ru*,,-4.84026518452,211
CuPt25,Cu(g) + * -> Cu*,,-3.27070201846,100
Ag24Ru2,Ru(g) + * -> Ru*,,-6.10481028922,111
Pt24,Zn(g) + * -> Zn*,,-1.44897189956,111
Pd26,Cu(g) + * -> Cu*,,-3.74496380624,100
Cu37,Os(g) + * -> Os*,,-4.70647918544,211
Au36Re,Au(g) + * -> Au*,,-3.03040392346,211
IrRh37,Rh(g) + * -> Rh*,,-5.85385410693,211
Pt36,Zn(g) + * -> Zn*,,-2.11147524622,211
Au2Rh24,Rh(g) + * -> Rh*,,-5.02134055718,111
Ag24,Ir(g) + * -> Ir*,,-3.51708328663,100
Ir24Zn,Zn(g) + * -> Zn*,,-1.44697791727,111
Pd25,Rh(g) + * -> Rh*,,-4.14033053686,111
Cu25Ru,Ru(g) + * -> Ru*,,-5.98996525086,111
AgIr26,Ag(g) + * -> Ag*,,-2.76943898559,100
Pd27,Au(g) + * -> Au*,,-3.46850361725,100
Cu36Ru2,Cu(g) + * -> Cu*,,-3.38908902672,211
Ag36Re2,Re(g) + * -> Re*,,-5.13518993091,211
AuRh25,Rh(g) + * -> Rh*,,-5.06803318505,100
Cu2Pd25,Cu(g) + * -> Cu*,,-3.62590086715,100
Cu2Rh36,Cu(g) + * -> Cu*,,-3.59354714258,211
Ag3Pd24,Ag(g) + * -> Ag*,,-2.55359174863,111
AgCu24,Ag(g) + * -> Ag*,,-2.02566135427,100
Ag24Zn,Ag(g) + * -> Ag*,,-1.80845388825,111
Pt25Ru2,Ru(g) + * -> Ru*,,-6.39039010179,100
Au26,Cu(g) + * -> Cu*,,-2.74704381159,100
IrPd26,Pd(g) + * -> Pd*,,-3.99898174554,100
Cu25,Au(g) + * -> Au*,,-2.78169091171,100
Cu25Ir2,Cu(g) + * -> Cu*,,-3.6161312316,100
Au25Os2,Os(g) + * -> Os*,,-6.06742402307,111
Au36Zn,Zn(g) + * -> Zn*,,-1.14253544471,211
Cu24Re,Re(g) + * -> Re*,,-7.3004978004,111
AgCu24,Ag(g) + * -> Ag*,,-2.18565491043,111
Cu25Pt2,Cu(g) + * -> Cu*,,-3.9182348176,100
AgIr37,Ir(g) + * -> Ir*,,-6.95775435094,211
Au24,Os(g) + * -> Os*,,-2.04584240592,111
Cu24,Ag(g) + * -> Ag*,,-1.75759968723,111
Ag25Ir2,Ag(g) + * -> Ag*,,-3.15779966894,111
CuRh26,Rh(g) + * -> Rh*,,-5.71185183419,100
Cu25,Au(g) + * -> Au*,,-3.03950667597,111
Au25,Rh(g) + * -> Rh*,,-3.96977059579,100
Pt37Re,Re(g) + * -> Re*,,-6.46121936424,211
Ag36,Pt(g) + * -> Pt*,,-4.0100222888,211
Ag36Cu,Ag(g) + * -> Ag*,,-2.0392373864,211
Pd24Zn,Pd(g) + * -> Pd*,,-2.91981481375,111
Cu24Zn,Zn(g) + * -> Zn*,,-1.1980548336,100
Cu3Rh24,Rh(g) + * -> Rh*,,-5.77602022578,111
Au26,Rh(g) + * -> Rh*,,-4.46600210753,100
Ag25Ru2,Ru(g) + * -> Ru*,,-5.00925747771,100
ReRh26,Re(g) + * -> Re*,,-6.89827298436,100
Ir24,Au(g) + * -> Au*,,-2.97269952835,100
Ag26Au,Ag(g) + * -> Ag*,,-2.20442838516,100
Pt26Zn,Zn(g) + * -> Zn*,,-1.93252651134,100
Ag25,Cu(g) + * -> Cu*,,-2.20502451858,100
Ag37,Pd(g) + * -> Pd*,,-2.93569381337,211
Au24Pd2,Pd(g) + * -> Pd*,,-3.13041780455,111
Au25Rh2,Au(g) + * -> Au*,,-2.83872631491,100
Rh24,Os(g) + * -> Os*,,-4.62766936795,111
Rh26,Pt(g) + * -> Pt*,,-5.84914660534,111
Ag26Zn,Zn(g) + * -> Zn*,,-1.17431031508,111
Ag26Pd,Pd(g) + * -> Pd*,,-3.30888836736,100
Pd24Pt,Pt(g) + * -> Pt*,,-4.79255621145,100
OsPt26,Pt(g) + * -> Pt*,,-5.19552512278,100
Pd24Rh3,Rh(g) + * -> Rh*,,-5.59903615291,100
Au25Rh,Au(g) + * -> Au*,,-3.04216747324,111
Au25Pd,Pd(g) + * -> Pd*,,-3.11573032341,111
Ag24Zn3,Ag(g) + * -> Ag*,,-2.1739453073,100
Au24Zn2,Zn(g) + * -> Zn*,,-0.744115596674,100
Ag26Ru,Ru(g) + * -> Ru*,,-5.76404299862,111
Rh36Zn,Zn(g) + * -> Zn*,,-1.94283853783,211
Cu2Ir25,Cu(g) + * -> Cu*,,-3.73160682576,100
Ag37,Au(g) + * -> Au*,,-2.64223916203,211
AgRh25,Rh(g) + * -> Rh*,,-5.4942864704,100
Au26Ru,Ru(g) + * -> Ru*,,-5.91488155637,111
AgRh24,Rh(g) + * -> Rh*,,-4.65320997397,100
Ir24Rh,Rh(g) + * -> Rh*,,-5.71083426446,100
Cu2Pt25,Cu(g) + * -> Cu*,,-3.59151356774,100
Ag25Pd,Pd(g) + * -> Pd*,,-2.78700890072,100
Ag25Au,Au(g) + * -> Au*,,-3.01288237656,100
Ir26Rh,Rh(g) + * -> Rh*,,-5.91783324334,100
CuIr26,Cu(g) + * -> Cu*,,-3.92658041335,100
Ag3Au24,Au(g) + * -> Au*,,-2.73226993431,100
Rh25Zn,Zn(g) + * -> Zn*,,-1.75314368686,100
Au36Zn2,Zn(g) + * -> Zn*,,-1.3236575529,211
Ir2Pt24,Ir(g) + * -> Ir*,,-5.8317749932,100
Au25Os,Os(g) + * -> Os*,,-7.51716512042,111
AuCu24,Au(g) + * -> Au*,,-2.73054480055,111
Cu24Ru2,Cu(g) + * -> Cu*,,-3.65572093966,100
Cu27,Zn(g) + * -> Zn*,,-1.58395363495,100
Au37Zn,Zn(g) + * -> Zn*,,-1.18695850701,211
Au2Ir25,Au(g) + * -> Au*,,-2.87937046411,100
Pd36Re,Pd(g) + * -> Pd*,,-3.6447744117,211
Ir24,Rh(g) + * -> Rh*,,-4.27457640837,111
Pt25Zn,Zn(g) + * -> Zn*,,-1.68247211438,100
Pt24Zn2,Zn(g) + * -> Zn*,,-1.67980016043,100
Au26Zn,Zn(g) + * -> Zn*,,-1.27098413472,100
Cu26Os,Os(g) + * -> Os*,,-6.68571417526,100
OsPt24,Pt(g) + * -> Pt*,,-5.21103561226,111
Rh25Zn2,Zn(g) + * -> Zn*,,-2.12764050966,100
Au24Rh2,Rh(g) + * -> Rh*,,-5.54919367117,111
Ir24,Rh(g) + * -> Rh*,,-5.13486427871,100
Pt25,Ir(g) + * -> Ir*,,-5.50324860809,111
Au36Ru2,Ru(g) + * -> Ru*,,-5.06986743649,211
Ag26Cu,Ag(g) + * -> Ag*,,-2.313268279,100
AgCu25,Ag(g) + * -> Ag*,,-2.34933118746,111
Ag26Pt,Pt(g) + * -> Pt*,,-4.80459031042,100
Pt37Re,Pt(g) + * -> Pt*,,-5.34883705938,211
Au2Pt25,Au(g) + * -> Au*,,-3.20691329372,111
Au24Ir2,Ir(g) + * -> Ir*,,-5.03965960174,100
Au37Re,Au(g) + * -> Au*,,-3.01734817302,211
Ag36Rh,Rh(g) + * -> Rh*,,-4.15785446475,211
Cu26,Zn(g) + * -> Zn*,,-1.49134016209,111
Ag24Os3,Ag(g) + * -> Ag*,,-3.09602458667,100
Os3Rh24,Os(g) + * -> Os*,,-8.36899263102,100
Ir25Zn,Ir(g) + * -> Ir*,,-6.03629011684,100
Ir26Zn,Ir(g) + * -> Ir*,,-7.851593791,111
AgAu25,Ag(g) + * -> Ag*,,-2.21628390943,111
Rh25Zn2,Zn(g) + * -> Zn*,,-2.26598788523,111
Cu24Pt,Pt(g) + * -> Pt*,,-4.07501253227,100
Cu27,Re(g) + * -> Re*,,-4.46585775111,100
AuCu36,Au(g) + * -> Au*,,-2.87711776962,211
Au25Os,Os(g) + * -> Os*,,-5.66009897716,100
AuCu25,Au(g) + * -> Au*,,-3.04330143967,100
Au25Ru,Au(g) + * -> Au*,,-2.41583996226,100
ReRh25,Re(g) + * -> Re*,,-6.201412747,100
Ag25Cu2,Cu(g) + * -> Cu*,,-3.02785544119,111
Ir2Rh25,Rh(g) + * -> Rh*,,-6.28964845218,100
ReRh25,Re(g) + * -> Re*,,-7.45081696082,100
Ir26Pt,Pt(g) + * -> Pt*,,-5.66710305163,100
AuPt25,Pt(g) + * -> Pt*,,-5.08594419487,111
Ir25,Rh(g) + * -> Rh*,,-5.96802777238,100
Ir25Os,Os(g) + * -> Os*,,-6.97034240569,100
Ir24Os,Ir(g) + * -> Ir*,,-6.59268389205,111
Pd26,Ru(g) + * -> Ru*,,-5.21124078608,111
Ag25Rh2,Ag(g) + * -> Ag*,,-2.55954369486,100
Pd27,Pt(g) + * -> Pt*,,-5.65433118396,111
Pd25Rh,Pd(g) + * -> Pd*,,-3.2807073046,100
Ag24Ir,Ir(g) + * -> Ir*,,-5.00844787096,100
Ag25Ir2,Ir(g) + * -> Ir*,,-5.4634112084,100
Cu24Pd2,Cu(g) + * -> Cu*,,-3.23553075909,100
Pd26,Ag(g) + * -> Ag*,,-2.89613866384,100
Cu26Pd,Cu(g) + * -> Cu*,,-3.51352628245,100
Ir37Ru,Ru(g) + * -> Ru*,,-6.72538191198,211
Au2Pd25,Pd(g) + * -> Pd*,,-3.43576036171,100
Re2Rh24,Rh(g) + * -> Rh*,,-5.75265217676,100
Pd25,Au(g) + * -> Au*,,-2.88679162109,111
Ag2Pd25,Ag(g) + * -> Ag*,,-2.78200908082,111
Pd24,Ru(g) + * -> Ru*,,-4.03122635244,100
Os2Pd25,Pd(g) + * -> Pd*,,-4.51434639844,100
Pd26Ru,Ru(g) + * -> Ru*,,-6.50280747641,111
Pt25Rh,Rh(g) + * -> Rh*,,-4.8277629817,100
AuPd26,Pd(g) + * -> Pd*,,-3.5519480098,100
Rh24Zn2,Rh(g) + * -> Rh*,,-5.53512157551,100
Cu26Rh,Rh(g) + * -> Rh*,,-5.48159861786,100
AuPt26,Au(g) + * -> Au*,,-3.01553793563,100
Rh25,Re(g) + * -> Re*,,-5.08185439174,100
Pd2Rh24,Pd(g) + * -> Pd*,,-3.81883877099,100
Au2Rh24,Au(g) + * -> Au*,,-2.93811290555,100
Au24Zn2,Au(g) + * -> Au*,,-2.65844258948,111
Ir25Pt,Pt(g) + * -> Pt*,,-5.51017961997,100
Pt25Ru,Pt(g) + * -> Pt*,,-4.71965867963,100
Cu37,Pt(g) + * -> Pt*,,-5.07422479559,211
Cu25Os2,Cu(g) + * -> Cu*,,-3.93375299429,100
Pd24Rh2,Pd(g) + * -> Pd*,,-3.25930867958,100
CuRh25,Rh(g) + * -> Rh*,,-5.10061317227,100
Ir25Pt2,Ir(g) + * -> Ir*,,-6.88245786344,100
AuCu36,Cu(g) + * -> Cu*,,-2.96721384916,211
Pd2Rh25,Pd(g) + * -> Pd*,,-4.12554502671,111
Au2Pd24,Pd(g) + * -> Pd*,,-3.59889390762,100
Ir25Rh,Ir(g) + * -> Ir*,,-6.88694481675,100
CuPt25,Pt(g) + * -> Pt*,,-5.13051052512,111
Ag26,Rh(g) + * -> Rh*,,-3.95979837148,111
Pd26,Rh(g) + * -> Rh*,,-4.88254555434,111
Pd25Re2,Re(g) + * -> Re*,,-6.51273643463,100
Pd25Pt2,Pd(g) + * -> Pd*,,-3.73441109505,100
IrRh26,Rh(g) + * -> Rh*,,-6.09374464343,100
Pd25Zn,Zn(g) + * -> Zn*,,-2.29360567231,100
Au26,Cu(g) + * -> Cu*,,-3.13144857182,100
Cu2Pt24,Pt(g) + * -> Pt*,,-4.897846108,111
Au2Cu24,Cu(g) + * -> Cu*,,-2.94538474004,100
Cu25Rh2,Rh(g) + * -> Rh*,,-5.87308663767,100
CuIr36,Cu(g) + * -> Cu*,,-3.60299303067,211
Rh24,Au(g) + * -> Au*,,-2.82297949454,100
Au24Re2,Au(g) + * -> Au*,,-4.07116436622,100
Cu24Ru,Cu(g) + * -> Cu*,,-3.44845161561,100
IrPd36,Pd(g) + * -> Pd*,,-3.34017180014,211
Rh27,Os(g) + * -> Os*,,-7.42466416668,100
Au2Cu24,Au(g) + * -> Au*,,-2.61794334088,100
Au24,Zn(g) + * -> Zn*,,-1.07916584331,100
Au25Cu,Cu(g) + * -> Cu*,,-2.78159505958,100
Ir26Pt,Ir(g) + * -> Ir*,,-7.07345471114,100
AgRh25,Ag(g) + * -> Ag*,,-2.57547004237,100
AuRh24,Au(g) + * -> Au*,,-2.87318756125,111
Au2Pd25,Au(g) + * -> Au*,,-3.34621667326,111
Pt38,Au(g) + * -> Au*,,-3.20657798143,211
Au24Zn2,Au(g) + * -> Au*,,-2.28638213803,100
Au25Rh,Rh(g) + * -> Rh*,,-4.63331287316,100
Cu25Zn,Zn(g) + * -> Zn*,,-1.29847293987,111
Cu26Pt,Pt(g) + * -> Pt*,,-5.51467480473,100
Pd24Zn,Zn(g) + * -> Zn*,,-1.48344688762,111
Re3Rh24,Rh(g) + * -> Rh*,,-6.92333575843,100
Pd37,Ag(g) + * -> Ag*,,-2.50910024971,211
Pt36,Rh(g) + * -> Rh*,,-4.61908322356,211
CuPt26,Cu(g) + * -> Cu*,,-3.51220782279,100
Ag2Pd36,Ag(g) + * -> Ag*,,-2.57180698175,211
Cu24,Rh(g) + * -> Rh*,,-3.27063228929,111
Pd25Re,Pd(g) + * -> Pd*,,-3.07049404888,100
Cu25Rh2,Cu(g) + * -> Cu*,,-4.24082735201,111
Ir24Os,Ir(g) + * -> Ir*,,-5.67485047308,100
Pd25Ru,Ru(g) + * -> Ru*,,-4.4824822747,100
Ag27,Re(g) + * -> Re*,,-2.39735710516,100
Rh25,Re(g) + * -> Re*,,-6.33125860557,100
AgRh24,Ag(g) + * -> Ag*,,-2.32869080768,100
PdRh24,Rh(g) + * -> Rh*,,-4.6816376399,111
Ag2Cu24,Cu(g) + * -> Cu*,,-2.86967722457,111
Ag37Re,Ag(g) + * -> Ag*,,-2.482166965,211
Pt24Zn2,Zn(g) + * -> Zn*,,-1.68891012398,100
