chemicalComposition,Equation,activationEnergy,reactionEnergy,facet
Ag24Zn,Ag(g) + * -> Ag*,,-2.02882454176,100
Ir25,Re(g) + * -> Re*,,-5.358759827,100
Ir36,Rh(g) + * -> Rh*,,-5.4346456451,211
Ir26Ru,Ir(g) + * -> Ir*,,-7.29548743607,100
Ir25Ru,Ru(g) + * -> Ru*,,-6.84378504299,111
Ag38,Au(g) + * -> Au*,,-2.83014772169,211
Ag25Pd2,Pd(g) + * -> Pd*,,-3.29490593322,100
Ag25,Re(g) + * -> Re*,,-1.54923251986,100
Ag24Pd2,Pd(g) + * -> Pd*,,-3.33049134989,100
Ag24Au2,Au(g) + * -> Au*,,-2.51069000683,100
OsPd26,Os(g) + * -> Os*,,-5.61247816896,100
Cu24Ru2,Ru(g) + * -> Ru*,,-5.71251688045,100
Ag25Ir2,Ag(g) + * -> Ag*,,-3.08313394134,100
Pd25,Ir(g) + * -> Ir*,,-4.96243750058,111
Au3Cu24,Cu(g) + * -> Cu*,,-3.2747605285,100
Ag25Zn2,Ag(g) + * -> Ag*,,-2.4417035674,111
Ir26,Re(g) + * -> Re*,,-7.43886000614,111
AuCu25,Au(g) + * -> Au*,,-2.74543922427,100
Pd2Pt24,Pd(g) + * -> Pd*,,-3.24472065606,100
AuIr26,Ir(g) + * -> Ir*,,-7.61255184154,100
Ir25Rh,Ir(g) + * -> Ir*,,-6.53035920787,100
Pd26Pt,Pd(g) + * -> Pd*,,-3.58706566277,100
Ag26,Os(g) + * -> Os*,,-3.83900465224,100
Ag25Pt2,Pt(g) + * -> Pt*,,-5.42690400606,111
CuPt26,Pt(g) + * -> Pt*,,-5.34637442905,100
Ag25Rh2,Rh(g) + * -> Rh*,,-4.38147837538,100
Cu25Os,Cu(g) + * -> Cu*,,-3.19566329083,100
Rh26,Os(g) + * -> Os*,,-7.81031826962,100
Pt2Rh25,Pt(g) + * -> Pt*,,-6.22630334104,111
Rh25Ru,Rh(g) + * -> Rh*,,-5.30120060464,100
Ag2Au36,Ag(g) + * -> Ag*,,-2.16387532605,211
AuCu24,Cu(g) + * -> Cu*,,-3.05691271054,100
AuRh24,Rh(g) + * -> Rh*,,-4.61987786405,111
Cu2Rh25,Cu(g) + * -> Cu*,,-3.73519913678,100
Pt26,Re(g) + * -> Re*,,-5.64222905652,100
Au26Ru,Ru(g) + * -> Ru*,,-4.12729771202,100
Ag25Pt,Ag(g) + * -> Ag*,,-1.95147441103,100
Au36Re,Re(g) + * -> Re*,,-6.85438340128,211
Au25Ir2,Ir(g) + * -> Ir*,,-6.37739442047,100
Au25Ru,Ru(g) + * -> Ru*,,-3.53111300056,100
Au24Ru2,Ru(g) + * -> Ru*,,-6.75798312408,100
Ag26Pt,Ag(g) + * -> Ag*,,-2.53459527665,100
Au25Re,Re(g) + * -> Re*,,-5.53289010587,100
Ag25Cu2,Ag(g) + * -> Ag*,,-2.28963491898,100
AgIr25,Ir(g) + * -> Ir*,,-6.85099204634,111
Ag26Os,Os(g) + * -> Os*,,-3.45936419736,100
Pt25Re2,Pt(g) + * -> Pt*,,-6.07548906942,100
Au24Zn,Zn(g) + * -> Zn*,,-1.00696471888,100
Pt25Rh,Pt(g) + * -> Pt*,,-4.76942177216,100
Ag24Pt2,Pt(g) + * -> Pt*,,-5.0155735123,100
Pt25Re,Pt(g) + * -> Pt*,,-5.8855376151,100
Rh36Ru,Rh(g) + * -> Rh*,,-5.29190281451,211
Ir25Re,Re(g) + * -> Re*,,-6.26169773379,100
PtRh26,Rh(g) + * -> Rh*,,-5.85681729071,100
Ir37,Pt(g) + * -> Pt*,,-5.34052819901,211
Au2Pt24,Pt(g) + * -> Pt*,,-4.62466611541,100
Rh25,Cu(g) + * -> Cu*,,-3.05382877624,100
Au3Rh24,Au(g) + * -> Au*,,-2.97333035628,100
Ir26Rh,Ir(g) + * -> Ir*,,-7.10245225152,100
Ag26Pt,Pt(g) + * -> Pt*,,-5.11196161239,111
AuPt25,Au(g) + * -> Au*,,-2.89940260143,100
CuPt26,Pt(g) + * -> Pt*,,-4.96102393715,100
Pd26Re,Re(g) + * -> Re*,,-7.57693275077,111
Pt26,Ag(g) + * -> Ag*,,-2.59004561667,100
Ir37Re,Re(g) + * -> Re*,,-7.00576795549,211
AgPt25,Ag(g) + * -> Ag*,,-2.61092191916,100
Cu26Ir,Cu(g) + * -> Cu*,,-3.88382955868,100
Pt25Ru2,Ru(g) + * -> Ru*,,-6.15745098572,100
Pt25,Au(g) + * -> Au*,,-2.97177066772,100
Ir38,Rh(g) + * -> Rh*,,-6.21837748089,211
Pt25Zn2,Zn(g) + * -> Zn*,,-2.04723161514,111
Ir25Rh2,Rh(g) + * -> Rh*,,-6.05342396954,100
Cu24Pt,Pt(g) + * -> Pt*,,-5.10091032062,100
Ir36,Re(g) + * -> Re*,,-6.36152474073,211
Au2Rh36,Rh(g) + * -> Rh*,,-5.44709049993,211
Ag2Cu25,Ag(g) + * -> Ag*,,-2.02236598753,100
Ag24Pt3,Pt(g) + * -> Pt*,,-4.79709785964,100
Pt24Re2,Pt(g) + * -> Pt*,,-5.14203087315,100
Rh37Ru,Rh(g) + * -> Rh*,,-5.73415047579,211
Os3Pt24,Pt(g) + * -> Pt*,,-5.79409736114,100
AgPd26,Ag(g) + * -> Ag*,,-2.74341109169,100
Ag2Pt24,Ag(g) + * -> Ag*,,-2.60680714958,100
Cu26Zn,Cu(g) + * -> Cu*,,-3.64622348602,111
Au24Pt2,Pt(g) + * -> Pt*,,-4.83624606295,111
Au36,Ir(g) + * -> Ir*,,-4.17419007143,211
Ir27,Zn(g) + * -> Zn*,,-2.94025199252,111
Ag36Os2,Os(g) + * -> Os*,,-5.46865960429,211
ReRh24,Rh(g) + * -> Rh*,,-4.36381662184,100
Ir2Pt24,Pt(g) + * -> Pt*,,-5.72635414185,111
AgCu25,Cu(g) + * -> Cu*,,-2.94056478739,100
Cu24Rh3,Rh(g) + * -> Rh*,,-5.72048886382,100
Pt25Rh,Rh(g) + * -> Rh*,,-5.55073009399,100
Cu26Pd,Cu(g) + * -> Cu*,,-3.43192825039,100
OsPt24,Os(g) + * -> Os*,,-6.51090408799,111
Au24Zn,Au(g) + * -> Au*,,-2.1239340469,100
Pt26Rh,Rh(g) + * -> Rh*,,-5.97316412539,111
Pd26Pt,Pt(g) + * -> Pt*,,-5.1767980435,100
Au26Re,Re(g) + * -> Re*,,-6.27331311759,100
Pd26Ru,Ru(g) + * -> Ru*,,-6.31644057782,100
Cu3Pt24,Pt(g) + * -> Pt*,,-5.40874537261,111
Ir38,Zn(g) + * -> Zn*,,-2.43057104963,211
ReRh26,Rh(g) + * -> Rh*,,-6.27768469463,100
Cu24Zn,Zn(g) + * -> Zn*,,-0.96124394564,100
Au25Ru,Ru(g) + * -> Ru*,,-5.54032609304,111
Au24Re,Re(g) + * -> Re*,,-5.4731697553,100
Cu24,Ir(g) + * -> Ir*,,-3.80300392178,111
Pt24Re3,Pt(g) + * -> Pt*,,-7.34452561731,111
Ag2Au25,Au(g) + * -> Au*,,-2.73134052946,100
Ir25,Pt(g) + * -> Pt*,,-5.79434546093,100
Pd25Rh2,Pd(g) + * -> Pd*,,-3.81662430846,100
AgPt36,Pt(g) + * -> Pt*,,-4.62520911859,211
Au24,Ru(g) + * -> Ru*,,-2.2244773255,111
CuPd26,Pd(g) + * -> Pd*,,-3.60521837774,100
Pt2Rh24,Pt(g) + * -> Pt*,,-5.23198450112,100
Pd3Pt24,Pt(g) + * -> Pt*,,-5.1410981349,100
Pd24,Ag(g) + * -> Ag*,,-1.89882657153,111
AgIr37,Ag(g) + * -> Ag*,,-2.63259905273,211
Ir24Zn2,Ir(g) + * -> Ir*,,-6.0195437543,100
Rh36Zn2,Zn(g) + * -> Zn*,,-1.99100500233,211
Ag24,Au(g) + * -> Au*,,-2.1064105952,111
AuIr37,Au(g) + * -> Au*,,-3.3365340461,211
Cu25Re,Cu(g) + * -> Cu*,,-3.73230010387,100
Cu24Re,Re(g) + * -> Re*,,-6.22247313449,100
Pd24Re2,Pd(g) + * -> Pd*,,-4.62767202106,111
Au37,Zn(g) + * -> Zn*,,-1.30826250772,211
Pd37,Cu(g) + * -> Cu*,,-3.30094522801,211
Au27,Ag(g) + * -> Ag*,,-2.35065406895,100
Ir25Pd2,Ir(g) + * -> Ir*,,-6.53448520214,100
Pd2Pt25,Pd(g) + * -> Pd*,,-3.88665226368,111
AuRh24,Au(g) + * -> Au*,,-3.09709474243,100
Pd26Ru,Pd(g) + * -> Pd*,,-3.64374935882,100
Ag38,Re(g) + * -> Re*,,-2.21222363063,211
AgPt25,Ag(g) + * -> Ag*,,-2.38934267199,100
Au25Ru2,Ru(g) + * -> Ru*,,-5.15057191466,100
Ag3Ir24,Ir(g) + * -> Ir*,,-6.23317972608,111
Ir24Ru3,Ir(g) + * -> Ir*,,-8.6488956044,111
Pt27,Ir(g) + * -> Ir*,,-7.07330314373,111
Ag24Ru3,Ag(g) + * -> Ag*,,-2.958441783,100
Pt25Re2,Re(g) + * -> Re*,,-7.57533884389,100
Ag24Pt2,Ag(g) + * -> Ag*,,-2.96614022396,111
Ir36Ru2,Ir(g) + * -> Ir*,,-7.16366011243,211
Au25Cu,Au(g) + * -> Au*,,-2.839866608,100
IrPd24,Ir(g) + * -> Ir*,,-4.21981662528,100
IrRh25,Ir(g) + * -> Ir*,,-7.2768244396,111
CuIr36,Ir(g) + * -> Ir*,,-6.45742630126,211
Ir25Zn,Zn(g) + * -> Zn*,,-2.11080468966,100
Pt25Rh2,Pt(g) + * -> Pt*,,-5.25437409675,100
AuCu25,Cu(g) + * -> Cu*,,-3.04077214142,100
Cu24Os2,Os(g) + * -> Os*,,-7.71104780355,111
Cu24,Os(g) + * -> Os*,,-2.83003513457,111
Rh25Ru2,Ru(g) + * -> Ru*,,-7.67947477364,111
Pd26Zn,Pd(g) + * -> Pd*,,-3.55964080441,100
Au25Pt2,Pt(g) + * -> Pt*,,-5.30229803979,111
Ir2Pd36,Ir(g) + * -> Ir*,,-6.28592212513,211
Pd27,Zn(g) + * -> Zn*,,-2.65240853286,100
AgIr25,Ag(g) + * -> Ag*,,-2.62978274241,100
Au24Cu,Au(g) + * -> Au*,,-2.54951317019,100
Au37,Rh(g) + * -> Rh*,,-3.96788906457,211
AgPd24,Ag(g) + * -> Ag*,,-2.22232381649,100
Pd24,Re(g) + * -> Re*,,-2.84789219785,111
Ag26,Ir(g) + * -> Ir*,,-4.18814304928,100
Pd24Ru,Ru(g) + * -> Ru*,,-5.47912081718,111
Ag24Rh2,Ag(g) + * -> Ag*,,-2.38528395786,100
AuIr24,Ir(g) + * -> Ir*,,-5.70701711938,111
Cu25Pd,Pd(g) + * -> Pd*,,-3.51806282846,100
Pd36Zn,Zn(g) + * -> Zn*,,-2.02220088246,211
Au25Pt,Pt(g) + * -> Pt*,,-4.55704936104,111
Au2Pt24,Pt(g) + * -> Pt*,,-5.15454185166,100
Ir24Zn,Zn(g) + * -> Zn*,,-1.92229428225,100
Pt24Ru2,Pt(g) + * -> Pt*,,-5.99843499855,100
Au25Pd,Au(g) + * -> Au*,,-2.96083087458,100
CuRh26,Cu(g) + * -> Cu*,,-3.88200489925,100
Pd36,Zn(g) + * -> Zn*,,-2.02713226574,211
Re2Rh25,Re(g) + * -> Re*,,-7.75070662852,100
AuRh25,Au(g) + * -> Au*,,-3.01257638454,100
Au24Zn,Au(g) + * -> Au*,,-2.30309979257,111
Pd25Zn,Zn(g) + * -> Zn*,,-1.80495817769,100
Pt26Ru,Pt(g) + * -> Pt*,,-5.32551914734,100
Rh37Zn,Rh(g) + * -> Rh*,,-5.49004067798,211
Cu24Rh2,Rh(g) + * -> Rh*,,-4.849023577,100
AgCu26,Cu(g) + * -> Cu*,,-3.24723056619,100
Cu26Os,Os(g) + * -> Os*,,-7.66617248801,100
Pt24Ru,Pt(g) + * -> Pt*,,-5.09822353648,100
OsPt25,Os(g) + * -> Os*,,-7.47373976358,111
Rh36Zn2,Rh(g) + * -> Rh*,,-5.35690639156,211
AgAu25,Au(g) + * -> Au*,,-2.38063278382,100
AgCu26,Cu(g) + * -> Cu*,,-3.44256538487,111
Ag25Pd,Ag(g) + * -> Ag*,,-2.20808232996,100
ReRh24,Rh(g) + * -> Rh*,,-5.39425408555,111
Ag25Ir,Ir(g) + * -> Ir*,,-5.11264142081,100
Pd24,Ru(g) + * -> Ru*,,-3.2165362599,111
Ir27,Zn(g) + * -> Zn*,,-2.18705058242,100
Ag26Rh,Ag(g) + * -> Ag*,,-2.78153805174,111
Pd25,Re(g) + * -> Re*,,-4.0669866703,100
Cu26Zn,Cu(g) + * -> Cu*,,-3.43641255057,100
Cu24Rh3,Cu(g) + * -> Cu*,,-4.30873792132,111
Au27,Ir(g) + * -> Ir*,,-5.29893165132,111
Cu25,Pt(g) + * -> Pt*,,-5.25569636596,100
Pd24Re2,Re(g) + * -> Re*,,-8.5018371162,100
Os2Pd25,Os(g) + * -> Os*,,-8.54349801883,100
Pd24Ru2,Ru(g) + * -> Ru*,,-5.20414521336,100
Pd24Rh2,Pd(g) + * -> Pd*,,-3.92612278587,100
Pd25,Ag(g) + * -> Ag*,,-2.51838436612,100
Ag24Ir2,Ir(g) + * -> Ir*,,-4.87577196032,100
Au2Ir24,Ir(g) + * -> Ir*,,-6.6192300948,100
Ir36Ru2,Ru(g) + * -> Ru*,,-6.5848057879,211
AuIr25,Ir(g) + * -> Ir*,,-6.21352038476,100
Ag25Rh,Ag(g) + * -> Ag*,,-2.63944094733,111
Au3Ir24,Ir(g) + * -> Ir*,,-6.33884765679,100
PdRh25,Rh(g) + * -> Rh*,,-5.42972113271,100
Cu24Pd3,Pd(g) + * -> Pd*,,-3.31659150234,111
Au25Ir,Au(g) + * -> Au*,,-2.33792961713,100
Pt25Re,Re(g) + * -> Re*,,-5.70976417673,100
Au2Cu36,Cu(g) + * -> Cu*,,-3.29301181674,211
Ag25Pd2,Ag(g) + * -> Ag*,,-2.84158568725,111
Ir26Zn,Zn(g) + * -> Zn*,,-2.55773658679,100
Pt24Rh3,Rh(g) + * -> Rh*,,-5.46014339317,100
Ir26Ru,Ir(g) + * -> Ir*,,-7.43865905005,100
Ir27,Ru(g) + * -> Ru*,,-7.94365174341,111
Cu24Zn2,Cu(g) + * -> Cu*,,-2.98345530449,100
AuPd36,Pd(g) + * -> Pd*,,-3.03389500809,211
Ir27,Ru(g) + * -> Ru*,,-6.78277575715,100
Au26Pt,Pt(g) + * -> Pt*,,-4.30046668067,100
Au27,Rh(g) + * -> Rh*,,-4.27420075521,100
Au2Pd25,Au(g) + * -> Au*,,-3.15747816639,100
Au25Ir2,Au(g) + * -> Au*,,-3.58398499384,111
PdRh25,Pd(g) + * -> Pd*,,-3.53042856619,100
Ag25Pd,Ag(g) + * -> Ag*,,-2.52139843519,100
Cu24Rh,Rh(g) + * -> Rh*,,-3.67765365611,100
AgCu24,Cu(g) + * -> Cu*,,-2.70600094754,111
OsPd25,Pd(g) + * -> Pd*,,-4.06656611836,111
Ag36Pd2,Ag(g) + * -> Ag*,,-2.37111628216,211
Pd24Re2,Re(g) + * -> Re*,,-7.16743984185,111
Ag24Pd2,Ag(g) + * -> Ag*,,-2.64747218354,100
Rh25,Au(g) + * -> Au*,,-2.82176171704,100
Rh36,Cu(g) + * -> Cu*,,-3.24628190928,211
Cu25Pd2,Pd(g) + * -> Pd*,,-3.60003501704,100
Pt25Ru2,Pt(g) + * -> Pt*,,-5.47965205145,100
AuRh25,Au(g) + * -> Au*,,-3.27465025438,111
Au3Ir24,Ir(g) + * -> Ir*,,-6.36011301407,111
AuIr26,Au(g) + * -> Au*,,-3.49976371625,111
Ag26,Pt(g) + * -> Pt*,,-4.89940076243,100
CuRh26,Rh(g) + * -> Rh*,,-6.27734176314,111
CuRh25,Cu(g) + * -> Cu*,,-3.83691889957,100
Pt2Rh36,Pt(g) + * -> Pt*,,-5.81827188758,211
Au2Ir36,Ir(g) + * -> Ir*,,-6.7007988746,211
Au24Ru,Ru(g) + * -> Ru*,,-4.90664538553,111
Rh25Ru,Ru(g) + * -> Ru*,,-5.92593291619,100
Au24Re3,Re(g) + * -> Re*,,-4.89011093164,100
Ag36Pd,Pd(g) + * -> Pd*,,-2.9157060307,211
Pt24Ru2,Ru(g) + * -> Ru*,,-6.78714556545,100
Au2Rh36,Au(g) + * -> Au*,,-3.27596857795,211
Ir24Os,Os(g) + * -> Os*,,-7.38398362223,100
Ir26Os,Os(g) + * -> Os*,,-7.84264008884,100
Ir25,Pt(g) + * -> Pt*,,-4.89567865313,100
Cu25Pd2,Cu(g) + * -> Cu*,,-3.56731142174,100
Rh24,Ag(g) + * -> Ag*,,-1.92755070551,111
Pd24Pt3,Pd(g) + * -> Pd*,,-3.884446985,100
Ag26,Os(g) + * -> Os*,,-3.09971894036,100
Au24,Re(g) + * -> Re*,,-0.782629706708,111
PtRh25,Rh(g) + * -> Rh*,,-5.71113277334,111
Cu25Re2,Cu(g) + * -> Cu*,,-3.85895481525,111
AuRh26,Rh(g) + * -> Rh*,,-5.94862748343,100
Ag25Ru2,Ag(g) + * -> Ag*,,-3.00107093474,100
IrRh24,Rh(g) + * -> Rh*,,-5.36734467885,111
AuPt25,Pt(g) + * -> Pt*,,-4.79898102354,100
Ag24Ru3,Ag(g) + * -> Ag*,,-3.0870591156,111
Ag26Pd,Ag(g) + * -> Ag*,,-2.25223701994,100
Rh25Zn,Rh(g) + * -> Rh*,,-5.85269299714,100
Ag37Pt,Pt(g) + * -> Pt*,,-4.68998752144,211
Pd36,Rh(g) + * -> Rh*,,-4.14777652419,211
Au27,Pt(g) + * -> Pt*,,-4.77572127582,111
Ir24Pt,Ir(g) + * -> Ir*,,-5.86299958133,100
Pt25Rh2,Rh(g) + * -> Rh*,,-5.47198918935,100
Ag36Zn,Ag(g) + * -> Ag*,,-1.99708735917,211
Pt25Ru2,Pt(g) + * -> Pt*,,-5.55438914093,100
Ir24Pt3,Pt(g) + * -> Pt*,,-5.56687161551,100
Rh24,Pd(g) + * -> Pd*,,-3.10981708537,100
Ag2Pt36,Pt(g) + * -> Pt*,,-4.78693270661,211
Ag24,Cu(g) + * -> Cu*,,-1.92202577392,111
Au24Ir2,Ir(g) + * -> Ir*,,-6.73163372769,100
OsPd24,Os(g) + * -> Os*,,-6.3424677234,100
Au25Pd,Au(g) + * -> Au*,,-2.49825311133,100
AuPd25,Pd(g) + * -> Pd*,,-3.09099946021,100
PtRh26,Pt(g) + * -> Pt*,,-6.38308166797,111
Au36,Rh(g) + * -> Rh*,,-3.70216866504,211
Au25Os2,Au(g) + * -> Au*,,-0.655822883629,100
Cu25Ru,Cu(g) + * -> Cu*,,-3.61169155806,111
Pd25Rh,Pd(g) + * -> Pd*,,-3.76625310951,100
Au24Pt,Pt(g) + * -> Pt*,,-3.94705167436,111
Cu26Re,Re(g) + * -> Re*,,-7.69356720976,111
Cu26,Au(g) + * -> Au*,,-3.63286575719,100
Ag25Cu2,Cu(g) + * -> Cu*,,-2.83874556694,100
Cu36,Re(g) + * -> Re*,,-2.87330239327,211
Cu36,Ag(g) + * -> Ag*,,-2.12112018556,211
Ir26,Ag(g) + * -> Ag*,,-2.79012406008,100
Ag37Cu,Cu(g) + * -> Cu*,,-2.68748625315,211
Cu2Ir24,Ir(g) + * -> Ir*,,-6.19644551275,100
IrPd25,Ir(g) + * -> Ir*,,-5.96108043368,100
Cu25Ir2,Ir(g) + * -> Ir*,,-6.44066510844,100
Cu26,Ru(g) + * -> Ru*,,-4.42525183386,100
IrPd24,Ir(g) + * -> Ir*,,-6.01728078751,100
Au2Pd24,Au(g) + * -> Au*,,-3.11635999485,111
Cu3Pt24,Cu(g) + * -> Cu*,,-3.47233797354,100
IrRh26,Rh(g) + * -> Rh*,,-6.72639056999,111
Ag25Pt,Pt(g) + * -> Pt*,,-4.29386581093,100
Rh24,Zn(g) + * -> Zn*,,-1.68946190284,100
Ir24Pd,Ir(g) + * -> Ir*,,-6.50175616454,100
AuRh26,Rh(g) + * -> Rh*,,-5.64959653901,100
Ir25Ru,Ru(g) + * -> Ru*,,-7.29263098894,100
Ag24Pt2,Pt(g) + * -> Pt*,,-5.03497597814,111
Cu36Pd2,Pd(g) + * -> Pd*,,-3.50671500064,211
CuRh24,Cu(g) + * -> Cu*,,-3.4504771631,100
Pt26,Re(g) + * -> Re*,,-6.3882718315,111
Au36Ru2,Au(g) + * -> Au*,,-2.64463859399,211
Ir27,Cu(g) + * -> Cu*,,-4.43342007944,111
Cu24Pt,Cu(g) + * -> Cu*,,-2.56783575224,100
Cu25Pd2,Pd(g) + * -> Pd*,,-3.7937193292,111
Pt25Re,Pt(g) + * -> Pt*,,-4.98348448648,100
Au2Pt24,Au(g) + * -> Au*,,-2.81261467797,100
Ag24Os2,Os(g) + * -> Os*,,-5.2748563784,100
Pd25Pt,Pd(g) + * -> Pd*,,-3.06357337729,100
CuRh24,Cu(g) + * -> Cu*,,-3.09362379421,100
Ag25,Au(g) + * -> Au*,,-2.75334324723,100
Pd25Pt,Pt(g) + * -> Pt*,,-5.27366390747,111
Ag2Rh24,Rh(g) + * -> Rh*,,-4.82981091055,111
Ir26,Rh(g) + * -> Rh*,,-5.72756566075,100
Pt27,Cu(g) + * -> Cu*,,-4.09764961548,111
CuIr25,Ir(g) + * -> Ir*,,-6.18437277358,100
Au24Pd3,Au(g) + * -> Au*,,-3.50700983598,111
Cu2Pt25,Cu(g) + * -> Cu*,,-3.82968366443,111
CuIr26,Ir(g) + * -> Ir*,,-7.74190238491,100
Rh25Ru,Ru(g) + * -> Ru*,,-6.93897849525,100
Rh25Zn2,Zn(g) + * -> Zn*,,-1.61736132448,100
Cu2Ir25,Ir(g) + * -> Ir*,,-7.114157705,100
Ag24,Pd(g) + * -> Pd*,,-2.05000540768,111
Ir27,Rh(g) + * -> Rh*,,-7.03645831613,111
Ag26Ru,Ag(g) + * -> Ag*,,-2.67493677052,100
Au36Zn2,Au(g) + * -> Au*,,-2.54275399819,211
Rh25,Ag(g) + * -> Ag*,,-2.48697372011,100
CuIr24,Ir(g) + * -> Ir*,,-5.94490122439,100
Rh24,Ru(g) + * -> Ru*,,-4.94226808182,100
Os3Pd24,Os(g) + * -> Os*,,-8.36310748868,111
Cu25Rh2,Rh(g) + * -> Rh*,,-5.30520768513,100
Ir24,Cu(g) + * -> Cu*,,-2.74697972878,111
Ag24Ru,Ag(g) + * -> Ag*,,-2.35784433733,111
Cu3Pt24,Cu(g) + * -> Cu*,,-3.65319136929,111
Cu3Pd24,Pd(g) + * -> Pd*,,-3.45788553072,100
Ag24Zn3,Zn(g) + * -> Zn*,,-1.06771039443,111
OsPd25,Os(g) + * -> Os*,,-7.44534726835,111
AgCu36,Cu(g) + * -> Cu*,,-2.94404281062,211
Ag25Ru,Ag(g) + * -> Ag*,,-2.71480457891,111
CuPt25,Cu(g) + * -> Cu*,,-3.52759198341,111
Ag26Au,Au(g) + * -> Au*,,-3.00433650501,111
Au25Zn,Au(g) + * -> Au*,,-2.28822251203,100
Pd2Rh25,Rh(g) + * -> Rh*,,-5.49931064446,100
Ir25,Os(g) + * -> Os*,,-6.64904159571,111
Cu25,Pt(g) + * -> Pt*,,-4.84359021171,111
Au24Cu2,Au(g) + * -> Au*,,-2.80872923234,100
Ag2Rh25,Ag(g) + * -> Ag*,,-2.545191458,111
Ir25,Pt(g) + * -> Pt*,,-5.475520887,111
AgAu36,Au(g) + * -> Au*,,-2.46258939391,211
Pd27,Ru(g) + * -> Ru*,,-5.64355370674,100
Pd25,Zn(g) + * -> Zn*,,-1.77643098609,100
OsPt36,Os(g) + * -> Os*,,-6.91983433347,211
Ir36,Au(g) + * -> Au*,,-3.02554274557,211
Ag37Zn,Ag(g) + * -> Ag*,,-2.11313473256,211
AgIr24,Ag(g) + * -> Ag*,,-2.47869213918,100
Rh26,Au(g) + * -> Au*,,-3.20710601836,100
OsPt25,Os(g) + * -> Os*,,-7.56793551039,100
Au26Cu,Cu(g) + * -> Cu*,,-3.10963272821,111
Cu24Rh,Cu(g) + * -> Cu*,,-3.31832568388,100
Au24Re2,Au(g) + * -> Au*,,-2.89199212495,100
Ir24Os,Os(g) + * -> Os*,,-6.64600310445,111
Ag26Zn,Ag(g) + * -> Ag*,,-2.2335255192,100
Pd26Re,Pd(g) + * -> Pd*,,-3.52066940705,100
Au2Ir24,Au(g) + * -> Au*,,-3.15975290214,100
Ir3Pd24,Ir(g) + * -> Ir*,,-7.13311982258,100
Cu24Ir3,Ir(g) + * -> Ir*,,-8.06648862947,111
AgIr25,Ir(g) + * -> Ir*,,-7.26427590939,100
Rh26,Cu(g) + * -> Cu*,,-3.79187983957,111
Ag2Pd25,Ag(g) + * -> Ag*,,-2.60462370804,100
Rh26Ru,Rh(g) + * -> Rh*,,-6.73199856433,111
Re2Rh24,Rh(g) + * -> Rh*,,-6.78973268786,111
Pd25,Re(g) + * -> Re*,,-4.25305179464,111
Au2Cu24,Cu(g) + * -> Cu*,,-3.12209948822,111
Ir38,Pd(g) + * -> Pd*,,-4.26098677055,211
Cu25,Os(g) + * -> Os*,,-3.73794530972,100
Au24Ir3,Au(g) + * -> Au*,,-2.5421830353,111
Cu26Os,Os(g) + * -> Os*,,-8.22049581699,111
Cu25Pt2,Pt(g) + * -> Pt*,,-5.88434174276,111
Ag25Zn,Ag(g) + * -> Ag*,,-2.11647078033,111
Pt25Zn,Pt(g) + * -> Pt*,,-4.40726762544,100
Au24Ru2,Au(g) + * -> Au*,,-3.50066543352,100
Pd27,Re(g) + * -> Re*,,-6.09769179088,100
Cu25Os,Os(g) + * -> Os*,,-6.99932566006,100
Ag24Au2,Ag(g) + * -> Ag*,,-2.42326091515,100
Cu26Pt,Pt(g) + * -> Pt*,,-5.90228499804,111
Cu25,Ru(g) + * -> Ru*,,-4.05454576112,111
Ir25Ru,Ir(g) + * -> Ir*,,-6.65436387052,100
Ir24Ru3,Ru(g) + * -> Ru*,,-6.90600156195,100
Ag24,Ir(g) + * -> Ir*,,-2.80544998831,111
Ag2Pd24,Ag(g) + * -> Ag*,,-2.46259395182,111
Pd24Re,Re(g) + * -> Re*,,-6.10032802986,111
Ag25,Ir(g) + * -> Ir*,,-3.51005268109,100
AuIr25,Ir(g) + * -> Ir*,,-7.37664661648,100
Au26Pt,Pt(g) + * -> Pt*,,-4.97188726628,111
Rh37,Zn(g) + * -> Zn*,,-2.07382094795,211
Rh26Zn,Rh(g) + * -> Rh*,,-6.06544861259,100
Au26Ir,Ir(g) + * -> Ir*,,-4.60077139004,100
Pd37Ru,Pd(g) + * -> Pd*,,-3.56190145825,211
Cu3Rh24,Cu(g) + * -> Cu*,,-3.64906251781,100
Rh27,Ag(g) + * -> Ag*,,-2.75672446591,100
Rh27,Cu(g) + * -> Cu*,,-4.29775527024,111
Ag2Pt25,Ag(g) + * -> Ag*,,-2.74296428075,111
Cu24Os,Cu(g) + * -> Cu*,,-3.87714181654,111
Pd25Pt,Pd(g) + * -> Pd*,,-3.77335208368,100
Pd26,Au(g) + * -> Au*,,-3.3802541703,111
PdPt25,Pd(g) + * -> Pd*,,-3.66405809986,100
Au2Pt24,Au(g) + * -> Au*,,-3.21555739835,100
Pt25Re2,Pt(g) + * -> Pt*,,-6.62299982403,111
Rh24Ru,Rh(g) + * -> Rh*,,-5.55099105118,100
Au24,Zn(g) + * -> Zn*,,-0.662744711677,111
Ag2Pt24,Ag(g) + * -> Ag*,,-2.39581265498,111
Ag24Cu,Cu(g) + * -> Cu*,,-2.18388576228,100
CuPd37,Cu(g) + * -> Cu*,,-3.4572913021,211
Ir25,Os(g) + * -> Os*,,-7.37065405725,100
Ir2Pd25,Pd(g) + * -> Pd*,,-4.2951420929,100
